citation,author,title,year
1573,kamal Benslama,Electron reconstruction and identification efficiency measurements with the ATLAS detector using the 2011 LHC proton–proton collision data,2014
1550,kamal Benslama,Electron reconstruction and identification efficiency measurements with the ATLAS detector using the 2011 LHC proton–proton collision data,2014
1549,kamal Benslama,Performance of missing transverse momentum reconstruction in proton-proton collisions at ,2014
1549,kamal Benslama, with ATLAS,2014
4021,Soo-Young Lee,The complete genome sequence of the Gram-positive bacterium ,1997
1160,Soo-Young Lee,TRANCE is a novel ligand of the tumor necrosis factor receptor family that activates c-Jun N-terminal kinase in T cells,1997
993,Soo-Young Lee,Accelerator physics,2018
896,Soo-Young Lee,"TRANCE (tumor necrosis factor [TNF]-related activation-induced cytokine), a new TNF family member predominantly expressed in T cells, is a dendritic cell–specific survival factor",1997
621,Soo-Young Lee,Influence of heat treatment on the antioxidant activities and polyphenolic compounds of Shiitake (Lentinus edodes) mushroom,2006
585,Soo-Young Lee,A crucial role for reactive oxygen species in RANKL-induced osteoclast differentiation,2005
569,Soo-Young Lee,Osteoimmunology: interplay between the immune system and bone metabolism,2006
528,Soo-Young Lee,Increased silver activity for direct propylene epoxidation via subnanometer size effects,2010
513,Soo-Young Lee,TRAF2 is essential for JNK but not NF-κB activation and regulates lymphocyte proliferation and survival,1997
491,Soo-Young Lee,3-D turbulence structure and phase distribution measurements in bubbly two-phase flows,1987
480,Soo-Young Lee,The TRAF family of signal transducers mediates NF-κB activation by the TRANCE receptor,1998
475,Soo-Young Lee,Blind source separation and independent component analysis: A review,2005
472,Soo-Young Lee,Complete but curtailed T-cell response to very low-affinity antigen,2009
447,Soo-Young Lee,Plasma and hepatic cholesterol and hepatic activities of 3-hydroxy-3-methyl-glutaryl-CoA reductase and acyl CoA: cholesterol transferase are lower in rats fed citrus peel …,1999
432,Soo-Young Lee,Research synthesis: AAPOR report on online panels,2010
410,Soo-Young Lee,A murine model of peanut anaphylaxis: T-and B-cell responses to a major peanut allergen mimic human responses,2000
397,Soo-Young Lee,Implications of 21st century climate change for the hydrology of Washington State,2010
386,Soo-Young Lee,Energy-dependent regulation of cell structure by AMP-activated protein kinase,2007
367,Soo-Young Lee,Six-minute walk distance in chronic obstructive pulmonary disease: reproducibility and effect of walking course layout and length,2003
338,Soo-Young Lee,Auditory processing of speech signals for robust speech recognition in real-world noisy environments,1999
336,Soo-Young Lee,CO Oxidation on Au,2004
333,Soo-Young Lee,/TiO,2001
329,Soo-Young Lee, Catalysts Produced by Size-Selected Cluster Deposition,1998
324,Soo-Young Lee,"Two photon absorption properties of 1, 3, 5-tricyano-2, 4, 6-tris (styryl) benzene derivatives",2002
308,Soo-Young Lee,"CD28-independent, TRAF2-dependent costimulation of resting T cells by 4-1BB ligand",2000
306,Soo-Young Lee,Recovery from checkpoint-mediated arrest after repair of a double-strand break requires Srs2 helicase,2007
305,Soo-Young Lee,Estimating the number of shared species in two communities,2003
301,Soo-Young Lee,Physical and chemical characteristics of multiwalled carbon nanotubes functionalized with aminosilane and its influence on the properties of natural rubber composites,2006
300,Soo-Young Lee,Correlation of cervical carcinoma and precancerous lesions with human papillomavirus (HPV) genotypes detected with the HPV DNA chip microarray method,2009
300,Soo-Young Lee,Blind source separation exploiting higher-order frequency dependencies,2005
299,Soo-Young Lee,The design of polymeric ionic liquids for the preparation of functional materials,2001
290,Soo-Young Lee,Transcriptome analysis of zebrafish embryogenesis using microarrays,1986
284,Soo-Young Lee,"Fumigant toxicity of essential oils and their constituent compounds towards the rice weevil, Sitophilus oryzae (L.)",1987
268,Soo-Young Lee,Expression of hepatitis B virus large envelope polypeptide inhibits hepatitis B surface antigen secretion in transgenic mice.,2010
266,Soo-Young Lee,A mapping strategy for parallel processing,2004
265,Soo-Young Lee,Effect of probiotic mix (,2004
254,Soo-Young Lee,") in the primary prevention of eczema: a double‐blind, randomized …",2014
252,Soo-Young Lee,Brain–computer interface using fMRI: spatial navigation by thoughts,2012
250,Soo-Young Lee,Support vector machines with binary tree architecture for multi-class classification,2016
239,Soo-Young Lee,Catalytically active Au-O (OH) x-species stabilized by alkali ions on zeolites and mesoporous oxides,2015
234,Soo-Young Lee,Outcomes 5 years after response to rituximab therapy in children and adults with immune thrombocytopenia,2009
221,Soo-Young Lee,Driver crash risk factors and prevalence evaluation using naturalistic driving data,2011
220,Soo-Young Lee,Intestinal permeability regulation by tight junction: implication on inflammatory bowel diseases,2001
219,Soo-Young Lee,Selective Propene Epoxidation on Immobilized Au,1998
216,Soo-Young Lee, Clusters: The Effect of Hydrogen and Water on Activity and Selectivity,2009
213,Soo-Young Lee,Zebrafish mRNA sequencing deciphers novelties in transcriptome dynamics during maternal to zygotic transition,2008
213,Soo-Young Lee, controls non-homologous end joining in ,1997
212,Soo-Young Lee,Treatment of intertrochanteric fracture with the Gamma AP locking nail or by a compression hip screw–a randomised prospective trial,1999
209,Soo-Young Lee,The type III histone deacetylase Sirt1 is essential for maintenance of T cell tolerance in mice,2001
207,Soo-Young Lee,The prevalences of asthma and allergic diseases in Korean children,2008
204,Soo-Young Lee,Cell cycle-dependent phosphorylation of mammalian protein phosphatase 1 by cdc2 kinase,2012
204,Soo-Young Lee,Molecular analysis of rice plants harboring an Ac/Ds transposable element‐mediated gene trapping system,2003
199,Soo-Young Lee,Interferon and ribavirin vs interferon alone in the re-treatment of chronic hepatitis C previously nonresponsive to interferon: a meta-analysis of randomized trials,1990
198,Soo-Young Lee,"Sweet, hairy, soft, and slippery",2014
195,Soo-Young Lee,Tumor-targeting hyaluronic acid nanoparticles for photodynamic imaging and therapy,2011
194,Soo-Young Lee,PP2C phosphatases Ptc2 and Ptc3 are required for DNA checkpoint inactivation after a double-strand break,2010
194,Soo-Young Lee,"Mathematical Knowledge of Japanese, Chinese, and American Elementary School Children.",2009
192,Soo-Young Lee,Genomic portrait of resectable hepatocellular carcinomas: Implications of ,1997
191,Soo-Young Lee, and ,2002
187,Soo-Young Lee, aberrations for patient stratification,2008
187,Soo-Young Lee,A specific and sensitive method for detection of hypochlorous acid for the imaging of microbe-induced HOCl production,2007
186,Soo-Young Lee,Stability and cellular uptake of polymerized siRNA (poly-siRNA)/polyethylenimine (PEI) complexes for efficient gene silencing,2011
186,Soo-Young Lee,Functional characterization of TRPV4 as an osmotically sensitive ion channel in porcine articular chondrocytes,1996
184,Soo-Young Lee,TRAF-interacting protein (TRIP): a novel component of the tumor necrosis factor receptor (TNFR)-and CD30-TRAF signaling complexes that inhibits TRAF2-mediated NF-κB activation,2011
184,Soo-Young Lee,"Paeoniae Radix, a Chinese herbal extract, inhibit hepatoma cells growth by inducing apoptosis in a p53 independent pathway",1996
183,Soo-Young Lee,Structure–activity relationship of flavonoids as influenza virus neuraminidase inhibitors and their in vitro anti-viral activities,2008
183,Soo-Young Lee,MafB negatively regulates RANKL-mediated osteoclast differentiation,2004
183,Soo-Young Lee,A review of the pharmacological effects of Arctium lappa (burdock),1996
182,Soo-Young Lee,T cell receptor-dependent cell death of T cell hybridomas mediated by the CD30 cytoplasmic domain in association with tumor necrosis factor receptor-associated factors.,1997
180,Soo-Young Lee,The adult mouse and human pancreas contain rare multipotent stem cells that express insulin,2015
177,Soo-Young Lee,CD30/TNF receptor-associated factor interaction: NF-kappa B activation and binding specificity,2004
177,Soo-Young Lee,Effect of weight loss on some serum cytokines in human obesity: increase in IL-10 after weight loss,1999
173,Soo-Young Lee,Epidemiological change of atopic dermatitis and food allergy in school-aged children in Korea between 1995 and 2000,1989
171,Soo-Young Lee,A novel gene product that couples TCR signaling to Fas (CD95) expression in activation-induced cell death,2006
170,Soo-Young Lee,Systemic elevation of phosphatidic acid and lysophospholipid levels in wounded plants,1990
168,Soo-Young Lee,A hyper‐stretchable elastic‐composite energy harvester,2013
167,Soo-Young Lee,Kinetics and mechanism of TNT degradation in TiO2 photocatalysis,2011
164,Soo-Young Lee,"Identification of residues in the monocyte chemotactic protein-1 that contact the MCP-1 receptor, CCR2",2014
162,Soo-Young Lee,Acceleration of polarized protons to 22 GeV/,2012
162,Soo-Young Lee, and the measurement of spin-spin effects in ,2009
160,Soo-Young Lee,+,2015
160,Soo-Young Lee,→p+,2009
158,Soo-Young Lee,Berberine reduces the expression of adipogenic enzymes and inflammatory molecules of 3T3-L1 adipocyte,2015
152,Soo-Young Lee,The Predietion of Two-Phase Turbulence and Phase Distribution Phenomena Using a Reynolds Stress Model,1988
150,Soo-Young Lee,Centroidal dynamics of a humanoid robot,2010
149,Soo-Young Lee,Comparative study of photosensitizer loaded and conjugated glycol chitosan nanoparticles for cancer therapy,2009
149,Soo-Young Lee,Detection of microorganisms using terahertz metamaterials,1998
148,Soo-Young Lee,USP22 antagonizes p53 transcriptional activation by deubiquitinating Sirt1 to suppress cell apoptosis and is required for mouse embryonic development,2003
146,Soo-Young Lee,Comprehensive biomechanical modeling and simulation of the upper body,2000
143,Soo-Young Lee,A Common Single-Site Pt(II)–O(OH),2010
143,Soo-Young Lee,– Species Stabilized by Sodium on “Active” and “Inert” Supports Catalyzes the Water-Gas Shift Reaction,2003
143,Soo-Young Lee,Observation of an exceptional point in a chaotic optical microcavity,1988
142,Soo-Young Lee,"Measurement of pion, kaon and proton production in proton–proton collisions at ",2005
141,Soo-Young Lee, TeV,1997
138,Soo-Young Lee,Nuclear magnetic resonance microscopy with 4‐μm resolution: Theoretical study and experimental results,1999
136,Soo-Young Lee,In vivo tumor diagnosis and photodynamic therapy via tumoral pH-responsive polymeric micelles,2005
135,Soo-Young Lee,Tumor specificity and therapeutic efficacy of photosensitizer-encapsulated glycol chitosan-based nanoparticles in tumor-bearing mice,2011
135,Soo-Young Lee,"Molecular cloning and characterization of FHL2, a novel LIM domain protein preferentially expressed in human heart",2006
135,Soo-Young Lee,Genetic susceptibility to food allergy is linked to differential TH2-TH1 responses in C3H/HeJ and BALB/c mice,2003
